,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,arrival_datetime
29201,INN29299,1,0,1,2,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,80.08,1,Not_Canceled,2018-03-14
29202,INN29300,3,0,1,5,Meal Plan 1,0,Room_Type 4,54,Online,0,0,0,168.3,2,Not_Canceled,2018-07-25
29203,INN29301,2,0,1,1,Meal Plan 1,0,Room_Type 1,66,Offline,0,0,0,72.25,0,Not_Canceled,2018-08-29
29204,INN29302,2,0,0,3,Meal Plan 1,0,Room_Type 1,99,Online,0,0,0,72.25,1,Not_Canceled,2017-12-15
29205,INN29303,2,0,1,2,Meal Plan 1,0,Room_Type 1,98,Offline,0,0,0,58.0,0,Not_Canceled,2018-03-11
29206,INN29304,2,0,0,4,Meal Plan 1,0,Room_Type 1,133,Online,0,0,0,100.8,0,Canceled,2018-08-23
29207,INN29305,2,0,1,3,Meal Plan 1,0,Room_Type 1,24,Online,0,0,0,104.0,0,Not_Canceled,2018-12-01
29208,INN29306,2,0,0,1,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,128.0,0,Not_Canceled,2018-08-16
29209,INN29307,2,0,1,1,Meal Plan 1,0,Room_Type 4,0,Online,0,0,0,106.0,0,Canceled,2018-02-13
29210,INN29308,2,0,0,1,Not Selected,0,Room_Type 1,5,Online,0,0,0,81.0,2,Not_Canceled,2018-02-25
29211,INN29309,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,Offline,0,0,0,65.0,0,Not_Canceled,2017-10-17
29212,INN29310,1,0,0,2,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,103.0,1,Canceled,2018-11-17
29213,INN29311,2,0,1,1,Not Selected,0,Room_Type 1,220,Online,0,0,0,90.0,1,Not_Canceled,2018-08-15
29214,INN29312,2,2,0,2,Meal Plan 1,0,Room_Type 6,113,Online,0,0,0,186.3,1,Not_Canceled,2018-08-11
29215,INN29313,1,0,0,2,Meal Plan 1,0,Room_Type 1,64,Corporate,0,0,0,130.0,0,Not_Canceled,2018-05-17
29216,INN29314,2,0,1,3,Not Selected,0,Room_Type 1,90,Online,0,0,0,70.78,1,Not_Canceled,2018-07-11
29217,INN29315,2,0,1,1,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,111.5,0,Not_Canceled,2018-12-03
29218,INN29316,2,0,1,2,Meal Plan 1,0,Room_Type 1,309,Offline,0,0,0,65.0,0,Not_Canceled,2018-05-13
29219,INN29317,2,2,0,2,Meal Plan 1,1,Room_Type 6,52,Online,0,0,0,207.0,2,Not_Canceled,2017-12-31
29220,INN29318,1,0,0,2,Meal Plan 1,0,Room_Type 1,151,Offline,0,0,0,71.0,0,Not_Canceled,2018-01-19
29221,INN29319,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,Offline,0,0,0,115.0,1,Canceled,2018-10-14
29222,INN29320,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,Offline,0,0,0,120.0,0,Not_Canceled,2018-06-08
29223,INN29321,2,0,0,1,Meal Plan 1,0,Room_Type 1,26,Online,0,0,0,117.0,1,Not_Canceled,2018-04-21
29224,INN29322,3,0,0,1,Meal Plan 1,0,Room_Type 4,9,Online,0,0,0,127.0,3,Not_Canceled,2018-06-23
29225,INN29323,2,0,0,3,Meal Plan 1,0,Room_Type 1,74,Online,0,0,0,126.9,0,Canceled,2018-05-17
29226,INN29324,1,0,0,1,Meal Plan 1,0,Room_Type 1,36,Corporate,0,0,0,86.5,0,Not_Canceled,2018-03-01
29227,INN29325,2,0,1,4,Meal Plan 1,0,Room_Type 4,66,Online,0,0,0,109.29,1,Not_Canceled,2018-09-14
29228,INN29326,2,0,2,3,Meal Plan 1,0,Room_Type 1,61,Online,0,0,0,88.4,0,Not_Canceled,2018-12-03
29229,INN29327,2,1,2,2,Meal Plan 1,0,Room_Type 2,39,Online,0,0,0,99.86,1,Not_Canceled,2017-12-27
29230,INN29328,1,0,1,1,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,145.0,2,Not_Canceled,2018-10-03
29231,INN29329,2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,81.0,0,Not_Canceled,2017-08-06
29232,INN29330,2,0,0,2,Meal Plan 1,0,Room_Type 1,119,Offline,0,0,0,101.0,0,Not_Canceled,2018-03-29
29233,INN29331,1,0,0,1,Not Selected,0,Room_Type 1,36,Online,0,0,0,102.6,2,Not_Canceled,2018-10-13
29234,INN29332,1,0,0,1,Not Selected,0,Room_Type 1,12,Online,0,0,0,89.0,0,Canceled,2018-07-20
29235,INN29333,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,Offline,0,0,0,110.0,0,Canceled,2018-10-12
29236,INN29334,2,0,1,5,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,88.4,2,Not_Canceled,2018-12-19
29237,INN29335,2,0,2,3,Meal Plan 1,0,Room_Type 2,108,Online,0,0,0,120.0,1,Not_Canceled,2018-03-24
29238,INN29336,2,0,0,3,Not Selected,0,Room_Type 1,6,Online,0,0,0,108.99,1,Not_Canceled,2018-09-08
29239,INN29337,1,0,0,2,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,101.0,2,Not_Canceled,2017-11-06
29240,INN29338,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,Offline,0,0,0,75.0,0,Not_Canceled,2018-02-17
29241,INN29339,1,0,1,0,Meal Plan 1,1,Room_Type 1,4,Corporate,1,0,4,67.0,1,Not_Canceled,2018-11-28
29242,INN29340,1,0,2,1,Meal Plan 1,0,Room_Type 4,30,Online,0,0,0,122.4,0,Canceled,2018-06-19
29243,INN29341,2,0,1,2,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,63.0,0,Not_Canceled,2018-03-11
29244,INN29342,2,0,1,3,Meal Plan 1,0,Room_Type 4,53,Online,0,0,0,122.0,4,Not_Canceled,2018-10-31
29245,INN29343,1,0,0,1,Not Selected,0,Room_Type 1,0,Online,1,0,2,56.0,0,Not_Canceled,2018-12-20
29246,INN29344,1,0,0,2,Meal Plan 1,0,Room_Type 1,12,Corporate,1,0,3,79.0,0,Not_Canceled,2018-11-23
29247,INN29345,2,0,1,3,Meal Plan 1,0,Room_Type 1,110,Online,0,0,0,117.9,0,Canceled,2018-08-15
29248,INN29346,1,0,2,2,Meal Plan 1,0,Room_Type 1,163,Offline,0,0,0,100.0,0,Canceled,2018-06-05
29249,INN29347,2,0,0,4,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,83.9,1,Canceled,2018-03-02
29250,INN29348,2,0,1,4,Meal Plan 1,0,Room_Type 1,117,Offline,0,0,0,72.25,0,Canceled,2018-08-24
29251,INN29349,2,2,2,3,Meal Plan 1,0,Room_Type 6,66,Online,0,0,0,177.66,3,Not_Canceled,2018-09-04
29252,INN29350,1,0,0,2,Meal Plan 1,0,Room_Type 1,28,Offline,0,0,0,90.0,0,Not_Canceled,2018-05-17
29253,INN29351,2,0,1,2,Meal Plan 1,0,Room_Type 1,62,Online,0,0,0,97.2,2,Not_Canceled,2018-11-04
29254,INN29352,2,2,0,3,Meal Plan 1,0,Room_Type 2,43,Online,0,0,0,86.75,1,Not_Canceled,2018-01-14
29255,INN29353,2,0,0,3,Meal Plan 2,0,Room_Type 1,1,Corporate,0,0,0,146.0,0,Not_Canceled,2018-09-29
29256,INN29354,1,0,0,2,Meal Plan 1,0,Room_Type 1,85,Corporate,0,0,0,90.0,0,Not_Canceled,2017-09-09
29257,INN29355,2,2,1,1,Meal Plan 1,0,Room_Type 6,11,Online,0,0,0,225.0,2,Not_Canceled,2018-04-30
29258,INN29356,2,0,0,2,Not Selected,0,Room_Type 1,5,Online,0,0,0,81.0,1,Not_Canceled,2018-02-26
29259,INN29357,2,0,2,2,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,128.0,0,Not_Canceled,2018-10-02
29260,INN29358,2,0,0,4,Meal Plan 1,0,Room_Type 1,110,Offline,0,0,0,70.0,0,Not_Canceled,2017-12-09
29261,INN29359,2,0,0,1,Not Selected,0,Room_Type 1,31,Online,0,0,0,71.1,1,Not_Canceled,2018-03-17
29262,INN29360,2,0,2,4,Not Selected,0,Room_Type 1,1,Online,0,0,0,81.0,0,Not_Canceled,2017-08-08
29263,INN29361,1,0,2,1,Meal Plan 2,0,Room_Type 1,4,Offline,0,0,0,87.0,0,Not_Canceled,2018-01-02
29264,INN29362,2,0,2,5,Meal Plan 1,0,Room_Type 1,101,Online,0,0,0,70.99,2,Not_Canceled,2018-04-09
29265,INN29363,1,0,2,0,Meal Plan 1,0,Room_Type 1,5,Offline,0,0,0,84.0,0,Not_Canceled,2018-05-08
29266,INN29364,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,110.0,0,Canceled,2018-11-01
29267,INN29365,2,0,2,3,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,102.0,0,Canceled,2017-09-25
29268,INN29366,1,0,0,3,Meal Plan 2,0,Room_Type 1,88,Offline,0,0,0,96.0,0,Not_Canceled,2018-05-03
29269,INN29367,1,0,2,1,Meal Plan 1,0,Room_Type 1,29,Offline,0,0,0,86.0,1,Not_Canceled,2018-03-05
29270,INN29368,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,Online,0,0,0,108.0,1,Canceled,2018-03-21
29271,INN29369,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,Offline,0,0,0,101.5,0,Canceled,2017-07-01
29272,INN29370,2,0,2,2,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,64.64,0,Not_Canceled,2018-01-10
29273,INN29371,2,0,2,7,Meal Plan 1,0,Room_Type 1,14,Offline,0,0,0,47.78,0,Not_Canceled,2017-11-06
29274,INN29372,3,0,2,5,Meal Plan 1,0,Room_Type 4,140,Online,0,0,0,132.48,0,Not_Canceled,2018-07-31
29275,INN29373,2,0,1,1,Not Selected,0,Room_Type 1,32,Online,0,0,0,67.5,2,Not_Canceled,2018-02-06
29276,INN29374,1,0,1,3,Meal Plan 1,0,Room_Type 1,127,Offline,0,0,0,80.0,0,Not_Canceled,2018-04-28
29277,INN29375,2,0,0,3,Meal Plan 1,0,Room_Type 1,314,Offline,0,0,0,75.0,0,Canceled,2018-10-12
29278,INN29376,0,2,1,1,Meal Plan 1,0,Room_Type 7,14,Online,0,0,0,0.0,1,Not_Canceled,2018-08-13
29279,INN29377,2,0,0,2,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,102.0,2,Not_Canceled,2018-02-12
29280,INN29378,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,95.0,0,Not_Canceled,2018-06-24
29281,INN29379,2,0,2,2,Meal Plan 1,0,Room_Type 2,46,Offline,0,0,0,74.8,0,Not_Canceled,2018-03-18
29282,INN29380,2,0,1,2,Meal Plan 1,0,Room_Type 1,59,Offline,0,0,0,75.0,1,Not_Canceled,2018-11-14
29283,INN29381,2,0,0,3,Meal Plan 1,0,Room_Type 1,162,Offline,0,0,0,112.0,1,Canceled,2018-07-14
29284,INN29382,2,0,0,2,Not Selected,0,Room_Type 1,27,Online,0,0,0,77.0,1,Not_Canceled,2018-01-29
29285,INN29383,2,0,2,1,Meal Plan 2,0,Room_Type 1,1,Offline,0,0,0,47.25,0,Not_Canceled,2017-08-29
29286,INN29384,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,95.0,0,Not_Canceled,2018-10-13
29287,INN29385,2,0,2,2,Meal Plan 1,0,Room_Type 1,81,Offline,0,0,0,65.0,0,Canceled,2018-03-25
29288,INN29386,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,Online,0,0,0,124.0,2,Not_Canceled,2017-09-18
29289,INN29387,2,0,1,1,Meal Plan 1,0,Room_Type 4,267,Online,0,0,0,115.2,0,Canceled,2018-10-01
29290,INN29388,2,0,1,2,Not Selected,0,Room_Type 1,86,Online,0,0,0,108.0,2,Not_Canceled,2018-10-10
29291,INN29389,3,0,0,1,Meal Plan 1,0,Room_Type 4,49,Online,0,0,0,142.2,0,Canceled,2018-09-02
29292,INN29390,2,0,0,2,Meal Plan 1,0,Room_Type 1,73,Online,0,0,0,74.15,1,Not_Canceled,2018-04-26
29293,INN29391,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,0,95.0,0,Canceled,2018-06-14
29294,INN29392,2,1,0,2,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,158.0,2,Not_Canceled,2018-12-30
29295,INN29393,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,Offline,0,0,0,61.0,0,Canceled,2018-02-28
29296,INN29394,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,Offline,0,0,0,105.0,0,Not_Canceled,2017-09-24
29297,INN29395,1,0,1,2,Not Selected,0,Room_Type 1,11,Offline,0,0,0,54.8,0,Canceled,2018-03-07
29298,INN29396,2,0,1,2,Meal Plan 1,0,Room_Type 1,40,Online,0,0,0,105.3,1,Not_Canceled,2018-04-11
29299,INN29397,2,0,2,2,Not Selected,0,Room_Type 1,157,Online,0,0,0,87.13,0,Canceled,2018-07-16
29300,INN29398,2,0,0,2,Not Selected,0,Room_Type 1,17,Online,0,0,0,73.92,0,Not_Canceled,2017-09-10
29301,INN29399,2,0,0,3,Meal Plan 1,0,Room_Type 4,23,Offline,0,0,0,75.0,1,Not_Canceled,2017-10-21
29302,INN29400,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,Offline,0,0,0,75.0,0,Canceled,2018-04-06
29303,INN29401,2,0,0,5,Meal Plan 1,0,Room_Type 1,142,Online,0,0,0,99.45,0,Canceled,2018-07-12
29304,INN29402,1,0,0,4,Meal Plan 1,0,Room_Type 4,38,Online,0,0,0,77.23,3,Not_Canceled,2018-11-02
29305,INN29403,2,0,1,3,Meal Plan 1,0,Room_Type 1,322,Offline,0,0,0,80.0,0,Canceled,2018-05-19
29306,INN29404,2,0,0,3,Meal Plan 1,0,Room_Type 4,218,Online,0,0,0,122.4,1,Canceled,2018-10-05
29307,INN29405,3,0,0,3,Meal Plan 1,0,Room_Type 1,113,Offline,0,0,0,82.0,1,Not_Canceled,2018-03-22
29308,INN29406,2,0,2,3,Meal Plan 1,0,Room_Type 1,190,Offline,0,0,0,59.16,0,Not_Canceled,2018-12-01
29309,INN29407,1,0,1,1,Meal Plan 1,0,Room_Type 1,85,Online,0,0,0,98.0,0,Not_Canceled,2018-12-03
29310,INN29408,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,149.0,1,Not_Canceled,2018-06-03
29311,INN29409,2,0,2,5,Not Selected,0,Room_Type 1,97,Online,0,0,0,108.0,0,Canceled,2018-10-17
29312,INN29410,2,0,2,2,Meal Plan 1,0,Room_Type 2,99,Online,0,0,0,79.5,2,Not_Canceled,2018-02-14
29313,INN29411,2,0,2,2,Meal Plan 1,0,Room_Type 4,236,Offline,0,0,0,90.95,0,Not_Canceled,2018-09-03
29314,INN29412,1,0,0,3,Meal Plan 1,0,Room_Type 1,63,Online,0,0,0,89.53,1,Canceled,2017-11-10
29315,INN29413,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,Offline,0,0,0,110.0,0,Canceled,2018-07-06
29316,INN29414,2,0,1,3,Meal Plan 1,0,Room_Type 4,134,Online,0,0,0,137.7,2,Canceled,2018-09-29
29317,INN29415,1,0,0,2,Meal Plan 1,0,Room_Type 1,167,Offline,0,0,0,78.2,0,Canceled,2018-10-05
29318,INN29416,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,110.0,0,Canceled,2018-11-01
29319,INN29417,2,0,2,3,Meal Plan 1,0,Room_Type 1,151,Online,0,0,0,76.5,2,Not_Canceled,2017-08-21
29320,INN29418,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,Offline,0,0,0,105.0,0,Canceled,2018-10-30
29321,INN29419,2,0,1,2,Not Selected,0,Room_Type 1,76,Online,0,0,0,116.1,2,Not_Canceled,2018-05-16
29322,INN29420,2,0,0,2,Meal Plan 1,0,Room_Type 2,124,Online,0,0,0,97.55,0,Not_Canceled,2018-06-30
29323,INN29421,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,80.08,1,Not_Canceled,2018-03-16
29324,INN29422,2,0,0,2,Not Selected,0,Room_Type 1,53,Online,0,0,0,78.35,1,Not_Canceled,2018-07-01
29325,INN29423,2,0,0,2,Meal Plan 1,0,Room_Type 1,22,Offline,0,0,0,85.0,0,Not_Canceled,2018-07-05
29326,INN29424,2,0,0,2,Not Selected,0,Room_Type 1,77,Online,0,0,0,107.1,1,Not_Canceled,2018-07-05
29327,INN29425,2,0,1,4,Meal Plan 1,0,Room_Type 1,240,Online,0,0,0,90.95,0,Canceled,2018-07-13
29328,INN29426,2,0,1,0,Meal Plan 1,0,Room_Type 1,258,Offline,0,0,0,110.0,0,Canceled,2018-10-16
29329,INN29427,3,0,0,3,Meal Plan 1,0,Room_Type 1,14,Offline,0,0,0,118.0,1,Not_Canceled,2018-02-24
29330,INN29428,2,0,0,2,Not Selected,0,Room_Type 1,161,Online,0,0,0,80.1,3,Not_Canceled,2018-10-25
29331,INN29429,1,0,0,4,Meal Plan 2,0,Room_Type 1,323,Offline,0,0,0,86.0,0,Not_Canceled,2018-05-17
29332,INN29430,2,0,1,3,Meal Plan 1,0,Room_Type 1,189,Offline,0,0,0,72.25,0,Not_Canceled,2018-08-08
29333,INN29431,2,0,0,2,Meal Plan 1,0,Room_Type 2,10,Online,0,0,0,119.5,0,Canceled,2018-05-18
29334,INN29432,2,0,2,3,Meal Plan 1,0,Room_Type 1,22,Online,0,0,0,137.0,0,Canceled,2018-03-31
29335,INN29433,1,0,2,5,Meal Plan 1,0,Room_Type 1,14,Offline,0,0,0,55.0,0,Not_Canceled,2017-12-03
29336,INN29434,2,0,2,2,Meal Plan 1,0,Room_Type 1,229,Online,0,0,0,89.25,0,Canceled,2018-10-22
29337,INN29435,2,0,0,2,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,160.0,3,Not_Canceled,2018-10-20
29338,INN29436,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,Offline,0,0,0,100.0,0,Not_Canceled,2017-10-15
29339,INN29437,2,0,2,1,Meal Plan 1,0,Room_Type 1,98,Online,0,0,0,114.3,2,Not_Canceled,2018-07-03
29340,INN29438,1,0,1,1,Meal Plan 1,0,Room_Type 1,45,Online,0,0,0,86.4,0,Canceled,2018-11-19
29341,INN29439,2,0,2,2,Meal Plan 1,0,Room_Type 1,282,Online,0,0,0,88.83,1,Canceled,2018-10-29
29342,INN29440,2,0,4,9,Meal Plan 1,0,Room_Type 1,10,Corporate,0,0,0,129.0,0,Not_Canceled,2018-05-15
29343,INN29441,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,Offline,0,0,0,130.0,0,Canceled,2018-03-25
29344,INN29442,2,2,0,1,Meal Plan 1,0,Room_Type 6,4,Online,0,0,0,240.0,1,Not_Canceled,2018-03-25
29345,INN29443,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,120.0,1,Not_Canceled,2017-10-01
29346,INN29444,2,0,0,3,Meal Plan 1,0,Room_Type 1,68,Offline,0,0,0,71.33,1,Not_Canceled,2017-12-31
29347,INN29445,3,0,0,4,Meal Plan 1,0,Room_Type 4,106,Online,0,0,0,152.1,0,Canceled,2018-08-24
29348,INN29446,2,0,0,2,Meal Plan 1,0,Room_Type 1,55,Offline,0,0,0,56.0,0,Not_Canceled,2018-02-24
29349,INN29447,1,0,0,1,Meal Plan 1,0,Room_Type 1,48,Online,0,0,0,65.83,0,Not_Canceled,2017-10-23
29350,INN29448,1,0,0,1,Meal Plan 1,0,Room_Type 1,58,Online,0,0,0,85.5,2,Not_Canceled,2017-10-30
29351,INN29449,2,0,0,2,Meal Plan 1,0,Room_Type 1,239,Online,0,0,0,96.3,1,Canceled,2018-10-28
29352,INN29450,2,0,0,3,Meal Plan 1,0,Room_Type 2,166,Online,0,0,0,73.6,2,Not_Canceled,2018-04-21
29353,INN29451,2,0,0,1,Meal Plan 1,0,Room_Type 1,443,Offline,0,0,0,65.0,0,Canceled,2018-04-29
29354,INN29452,1,0,0,2,Meal Plan 2,0,Room_Type 1,63,Offline,0,0,0,80.5,0,Not_Canceled,2017-09-04
29355,INN29453,2,1,0,2,Meal Plan 1,0,Room_Type 1,42,Online,0,0,0,152.1,1,Not_Canceled,2018-08-16
29356,INN29454,2,0,2,1,Meal Plan 1,0,Room_Type 1,89,Offline,0,0,0,75.0,0,Not_Canceled,2018-05-01
29357,INN29455,2,0,1,0,Meal Plan 1,0,Room_Type 1,9,Complementary,0,0,0,0.0,1,Not_Canceled,2018-10-10
29358,INN29456,2,0,0,1,Meal Plan 1,0,Room_Type 1,443,Offline,0,0,0,65.0,0,Canceled,2018-04-29
29359,INN29457,2,0,0,5,Meal Plan 1,0,Room_Type 1,63,Online,0,0,0,72.25,3,Not_Canceled,2017-10-27
29360,INN29458,2,0,2,5,Meal Plan 1,0,Room_Type 4,96,Offline,0,0,0,78.2,0,Canceled,2018-11-06
29361,INN29459,1,0,0,3,Meal Plan 1,0,Room_Type 4,16,Corporate,0,0,0,76.0,0,Not_Canceled,2018-03-08
29362,INN29460,2,0,0,3,Meal Plan 1,0,Room_Type 4,11,Corporate,0,0,0,90.0,0,Canceled,2018-06-14
29363,INN29461,2,0,0,2,Meal Plan 1,0,Room_Type 4,79,Online,0,0,0,114.0,2,Not_Canceled,2018-11-25
29364,INN29462,2,1,0,1,Meal Plan 1,0,Room_Type 1,50,Online,0,0,0,115.2,2,Not_Canceled,2018-03-24
29365,INN29463,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,Corporate,1,0,10,65.5,0,Not_Canceled,2018-02-24
29366,INN29464,2,0,1,1,Not Selected,0,Room_Type 1,2,Online,0,0,0,94.32,0,Not_Canceled,2018-09-17
29367,INN29465,2,0,2,2,Meal Plan 1,0,Room_Type 1,47,Online,0,0,0,86.35,1,Not_Canceled,2018-03-11
29368,INN29466,2,1,0,2,Meal Plan 1,0,Room_Type 1,90,Online,0,0,0,127.8,1,Canceled,2018-04-28
29369,INN29467,2,0,0,3,Not Selected,0,Room_Type 1,197,Online,0,0,0,116.1,1,Canceled,2018-09-15
29370,INN29468,2,0,1,3,Meal Plan 1,0,Room_Type 1,285,Offline,0,0,0,100.0,0,Canceled,2018-10-03
29371,INN29469,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,Offline,0,0,0,115.0,1,Canceled,2018-08-18
29372,INN29470,2,0,0,3,Meal Plan 1,0,Room_Type 1,106,Offline,0,0,0,77.33,0,Not_Canceled,2018-03-22
29373,INN29471,2,2,0,2,Meal Plan 1,0,Room_Type 6,2,Online,0,0,0,220.0,2,Not_Canceled,2018-07-29
29374,INN29472,2,0,0,2,Not Selected,0,Room_Type 1,15,Online,0,0,0,79.0,0,Canceled,2018-02-12
29375,INN29473,2,0,0,1,Not Selected,0,Room_Type 1,184,Online,0,0,0,103.5,1,Canceled,2018-08-13
29376,INN29474,2,0,0,3,Meal Plan 1,0,Room_Type 1,76,Offline,0,0,0,80.75,1,Not_Canceled,2018-05-17
29377,INN29475,2,0,0,2,Meal Plan 1,0,Room_Type 1,112,Online,0,0,0,117.9,1,Not_Canceled,2018-08-16
29378,INN29476,2,0,0,3,Meal Plan 1,0,Room_Type 4,130,Online,0,0,0,139.5,2,Not_Canceled,2018-09-29
29379,INN29477,2,0,1,1,Meal Plan 1,0,Room_Type 1,45,Online,0,0,0,93.6,0,Canceled,2018-11-19
29380,INN29478,1,0,2,3,Meal Plan 1,0,Room_Type 1,13,Corporate,0,0,0,65.0,0,Not_Canceled,2017-09-13
29381,INN29479,1,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,80.0,0,Canceled,2017-10-16
29382,INN29480,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,Corporate,0,0,0,100.0,0,Canceled,2018-05-31
29383,INN29481,2,0,1,3,Meal Plan 1,0,Room_Type 1,155,Online,0,0,0,76.58,1,Not_Canceled,2018-05-16
29384,INN29482,1,0,1,0,Meal Plan 1,0,Room_Type 1,45,Corporate,1,1,4,65.0,0,Canceled,2018-04-10
29385,INN29483,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,Offline,0,0,0,62.8,0,Canceled,2018-04-20
29386,INN29484,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,Online,0,0,0,6.0,0,Not_Canceled,2018-06-06
29387,INN29485,2,0,0,1,Meal Plan 1,0,Room_Type 2,72,Online,0,0,0,78.15,0,Canceled,2018-03-19
29388,INN29486,1,0,0,3,Meal Plan 2,0,Room_Type 1,13,Offline,0,0,0,73.0,0,Not_Canceled,2018-04-26
29389,INN29487,3,0,0,1,Meal Plan 1,0,Room_Type 4,34,Online,0,0,0,168.3,0,Canceled,2018-08-10
29390,INN29488,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,109.0,0,Not_Canceled,2017-10-16
29391,INN29489,1,0,0,1,Meal Plan 1,0,Room_Type 1,75,Corporate,1,1,6,65.0,0,Not_Canceled,2018-06-15
29392,INN29490,2,0,2,1,Meal Plan 1,0,Room_Type 1,180,Online,0,0,0,108.9,0,Canceled,2018-10-01
29393,INN29491,2,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,137.0,2,Not_Canceled,2018-08-17
29394,INN29492,2,0,1,2,Meal Plan 1,0,Room_Type 1,119,Online,0,0,0,99.3,1,Not_Canceled,2018-04-29
29395,INN29493,1,0,0,2,Meal Plan 2,0,Room_Type 1,6,Online,0,0,0,0.0,0,Not_Canceled,2017-12-10
29396,INN29494,2,0,2,5,Meal Plan 2,0,Room_Type 1,5,Offline,0,0,0,100.0,1,Not_Canceled,2017-08-25
29397,INN29495,1,0,2,0,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,103.0,0,Not_Canceled,2018-04-10
29398,INN29496,2,0,1,2,Meal Plan 1,0,Room_Type 1,107,Online,0,0,0,111.3,1,Not_Canceled,2018-08-05
29399,INN29497,2,0,0,4,Meal Plan 2,0,Room_Type 1,100,Offline,0,0,0,140.0,1,Not_Canceled,2018-09-28
29400,INN29498,2,0,1,1,Meal Plan 1,0,Room_Type 1,93,Online,0,0,0,126.9,1,Not_Canceled,2018-06-20
29401,INN29499,2,0,2,1,Meal Plan 1,0,Room_Type 4,40,Offline,0,0,0,60.0,0,Not_Canceled,2017-11-07
29402,INN29500,2,0,0,1,Meal Plan 2,0,Room_Type 1,83,Offline,0,0,0,112.2,0,Not_Canceled,2017-09-30
29403,INN29501,2,0,0,3,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,103.44,2,Not_Canceled,2018-04-27
29404,INN29502,2,0,2,5,Meal Plan 1,0,Room_Type 1,121,Online,0,0,0,119.85,1,Not_Canceled,2018-05-31
29405,INN29503,1,0,0,2,Meal Plan 2,0,Room_Type 1,56,Offline,0,0,0,58.0,0,Not_Canceled,2017-09-17
29406,INN29504,2,0,0,2,Not Selected,0,Room_Type 1,26,Online,0,0,0,115.0,0,Canceled,2018-04-15
29407,INN29505,2,0,1,3,Meal Plan 1,0,Room_Type 1,60,Offline,0,0,0,65.0,1,Not_Canceled,2017-10-12
29408,INN29506,2,0,1,3,Meal Plan 1,0,Room_Type 4,267,Online,0,0,0,105.83,1,Canceled,2018-10-24
29409,INN29507,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,143.0,0,Not_Canceled,2017-09-04
